label,Stencil aperture,Stencil thickness,Peak reflow temperature,Placement offset,Ambient relative humidity
0,0.3435355141618351,0.10220840087739239,257.73008669903334,2.826942658417419,35.16194839834032
0,0.3357982865794098,0.09780918517500423,254.75939373111302,-16.176780586201343,36.93423453174432
0,0.34281302547948583,0.09837356786834477,257.1616397642165,-12.049557108542299,40.97359337977456
0,0.3452840906321543,0.10302910128768887,259.49918120862765,11.309420877390107,47.9549553219521
1,0.3447567203679466,0.10350634521710375,256.19442724720847,49.497872026169276,45.131203363560424
0,0.3293200750438762,0.10006600665364147,255.3046322323283,0.7936696443999474,43.24216303783774
0,0.34583538761120963,0.10036807353304364,250.0446762488753,2.4008528804167013,42.233490571710334
0,0.34547173858100283,0.09868492913888077,254.08221187783005,5.179795110872204,39.67274279596126
0,0.3343871516911079,0.09997788824820032,255.74624340336965,-15.547720122032741,41.91117877438911
0,0.34508853550556284,0.09982054606788694,256.0024654381403,-12.53680028998313,43.612123424183466
0,0.34328679483615054,0.09786284051646606,255.47311370375616,15.342407272676777,40.62600965933121
0,0.33970631796075773,0.10128982010558725,254.43389845596423,0.42062214013219046,41.61796900511128
0,0.3473099026267965,0.10038979346259574,257.5117903520829,25.1711524942806,42.40107011541093
0,0.33376146059129,0.09547366375612092,252.9582250185487,20.686328739799116,42.88620431356411
1,0.3436183446840604,0.10599628030667484,255.38141558907148,-5.49556292363226,47.47344360074311
0,0.3360818060704207,0.10091518607413184,257.0169550846081,-12.78364892635607,43.533005581602154
0,0.3420372325104056,0.09709110291451717,254.9125098300064,-6.9813520896603265,33.073422703269046
0,0.3483377830252198,0.09924433772621297,254.38246674385834,10.424843936607974,38.35799707021515
0,0.3336188773328282,0.09877355042080371,255.33718076416784,1.0884900883262225,40.27450282011529
0,0.34234487440227257,0.10295253767855704,258.7888385854586,36.22790839488792,47.72672420757422
0,0.3482974162715069,0.10221869125451521,259.04970602013327,26.071522311299113,43.62505521903913
0,0.3342314667844012,0.09879181259299549,253.89607386954586,-1.3803979402218831,38.32955961739442
1,0.36826428980693504,0.10365139355453831,260.20643456872585,39.97508781626473,41.396837334367724
0,0.3483268156910309,0.09937860767879027,255.5091691269664,7.13009278644236,38.613324974568414
0,0.3463391690918694,0.09898183765562585,254.597333654001,-19.928887012865616,47.74303507601293
0,0.34900205746638013,0.10057802106682479,256.46754509146,24.544248626682606,40.13228109387709
0,0.34167808311400405,0.10104827141349362,256.7167330308109,1.071464292342137,45.45025774686093
0,0.3522001934381888,0.10429583601810087,257.59212721331807,12.595118449726005,46.84367767679848
1,0.3492058664775078,0.1046381795658525,260.7530570319618,29.572124748367514,46.275554455267724
0,0.3338610538094061,0.09926283239365906,257.26814480280063,17.497021909704163,43.138017464795524
0,0.3494797565871054,0.10151632226247602,259.66405600984996,39.50594574162997,46.00578263063265
0,0.34394301639107383,0.10090003023170954,254.92847522336183,-8.964628025053958,36.065695439885246
0,0.32600824116194826,0.0983744628142598,254.1136271853257,-4.725800087271161,41.39430952769577
0,0.338192947497191,0.10034945138964127,253.50077843146747,-3.337164852472922,44.0846112430778
1,0.355553743869004,0.10087828237794888,255.63800823935156,22.354979480666223,51.451410843254145
0,0.3404584579625138,0.09964696083802085,258.3273208102936,-26.267583884486207,42.160897826930665
0,0.33238535839667566,0.1015535036985236,253.9296805370748,-18.34006861858516,34.78837914902981
0,0.3443610876261743,0.10130520420864976,253.08300339915502,-20.013048435087455,36.626824893898515
0,0.3533280966774199,0.10221498295828085,255.0999267260991,-6.970580678121413,39.22608370708685
