label,Stencil aperture,Stencil thickness,Peak reflow temperature,Placement offset,Ambient relative humidity
0,0.3456173901951096,0.10281065268931219,257.7407016538966,11.23807211008162,41.32792193212701
0,0.3497001360747563,0.10389105036767113,258.6408853916175,12.665290696208434,45.32038573551972
1,0.3508431878279644,0.10396851719264567,258.76035550180256,22.92826767613331,51.12597165302167
0,0.3491764546356726,0.0998354326323745,256.7180076755155,8.419213837284754,41.91563985434691
0,0.3310941824669124,0.10005130361589222,255.65617397613318,13.658072624284458,36.75387947082231
0,0.33897957016519914,0.09970733780628158,253.68013497509423,-17.96104343137715,40.38574634230881
0,0.3448234442493282,0.10079065153745097,253.28885672933836,2.981888895201148,38.6613166881725
0,0.34693991114293565,0.09921944098406445,254.80752798256432,-3.5665541311050437,39.10911525262953
0,0.35008347008888585,0.09896987161301335,253.67441799486267,11.381800892012402,43.62798862837573
0,0.3315551016043598,0.09868630571616634,254.2791934628009,0.3624146052673979,33.901592417369855
1,0.34907942924552826,0.1057793166359318,257.6958562782529,26.163412761869964,43.61368213093277
0,0.3474133973901029,0.10104014377156094,255.38039796495642,-3.209443436551309,42.478358672722635
0,0.344648044940207,0.09999040385406315,254.07175395546145,33.03554888875259,48.63011469855953
0,0.3445530044251088,0.09887975090806375,257.1861643751424,-18.309741779419436,43.04968659057813
0,0.3517061601936856,0.1005645166226856,254.83945391329513,-17.313345954358415,37.0382262155448
0,0.3340901087751326,0.09922908581011469,253.08997320564148,-9.329301369175601,42.128696298856894
0,0.3438814997897761,0.09790327631830999,255.2000893915508,16.779638205259346,40.74547799984016
0,0.34861308754628423,0.10345118047271093,259.17119665032874,34.57332387742264,41.88281690116176
0,0.34078024281868563,0.1002028910077241,255.48619853476075,10.650527484042605,40.04581079102409
1,0.35396208680108077,0.10580277840413675,257.8032176923159,10.880453405512895,48.50751652475911
0,0.335982414340179,0.09966920521284525,253.85385053086966,29.50556467514467,38.067310688610185
0,0.34069745183150524,0.10259584404186013,257.76224338999486,-1.2993512760003953,41.22293306875743
