,Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,Ambient temperature,board_number,hour_of_day,stencil_batch,mech causes,root causes,Defect_Probability,Defect
0,0.0408639427088657,102.94721814215488,195.0301453993111,45.068970749123245,22.57855794072233,0,42.0,0,,,0.0,No Defect
1,0.0395927619223129,103.91712978247584,235.625979648363,37.25390594769202,22.363260509967148,1,42.003125,0,,,0.0,No Defect
2,0.039193970346048,100.84869311146858,199.37985560502423,38.752159269926814,24.14820431676496,2,42.00625,0,,,0.0,No Defect
3,0.0390220044904521,99.96185913113652,191.48859074893187,41.37076144689693,23.86306483131099,3,42.009375,0,,,0.0,No Defect
4,0.0425492258676171,104.51405285835295,177.1756552073596,41.92899296993272,24.606300936142024,4,42.0125,0,,,0.0,No Defect
5,0.040192929398221,100.95022441537124,180.5855282045154,43.57740458430002,23.89419293245976,5,42.015625,0,,,0.0,No Defect
6,0.0389534422617909,103.62993398730174,240.45108112704145,32.798469669521765,23.358769547275884,6,42.01875,0,,,0.0,No Defect
7,0.0378765675113879,100.40771172189746,207.6403937308831,29.63632289387348,26.28515260081687,7,42.021875,0,,low ambient rh; high ambient temperature,0.0,No Defect
8,0.041284426492904,103.76445119915972,192.59911595139096,40.28669990960367,24.122684512912517,8,42.025,0,,,0.0,No Defect
9,0.0387479636897969,100.40319879340689,207.86682088801365,43.36956925846872,22.26356586601242,9,42.028125,0,,,0.0,No Defect
10,0.0405636843257264,102.31594579180886,184.78315394836488,40.304526235012325,24.586831949088083,10,42.03125,0,,,0.0,No Defect
11,0.0416197901025055,102.77805281299104,171.0709010709303,43.41519025535144,24.52791146818849,11,42.034375,0,,,0.0,No Defect
12,0.0391665647403983,101.17782378174807,196.2054205856772,34.80344633122939,25.48292643000323,12,42.0375,0,,,0.0,No Defect
13,0.0423589295313055,104.51641150499076,187.0942284102153,46.2555828492481,22.71974649589242,13,42.040625,0,,,0.0,No Defect
14,0.0406285810390187,104.88711879854192,222.1196990347951,38.51155165057104,22.814183872022177,14,42.04375,0,,high stencil thickness,0.0,No Defect
15,0.0414295479034546,103.79316865180854,188.88650942638915,40.57909957310076,24.25780070897115,15,42.046875,0,,,0.0,No Defect
16,0.039617921243658,102.3337922403903,218.29125167007575,42.48718804957228,21.883239315813864,16,42.05,0,,,0.0,No Defect
17,0.0391272861125479,102.57107672890491,224.7459846205381,37.04484768643674,23.070946325820984,17,42.053125,0,,,0.0,No Defect
18,0.0401688485025952,103.6808351328939,211.4561745533231,35.21014670904535,24.428362388381224,18,42.05625,0,,,0.0,No Defect
19,0.0374544855203146,100.08886914945847,226.06162550445907,37.19851582218708,22.92864393925727,19,42.059375,0,,,0.0,No Defect
20,0.0375382234922775,99.23621050963492,209.0805433942844,36.35410474992993,24.2181312710084,20,42.0625,0,,,0.0,No Defect
21,0.0407027719859393,105.40935843622223,228.98880462762023,36.78481411889298,22.893055537577236,21,42.065625,0,aperture overfill,high stencil thickness,0.48979442512832916,Solder Bridging
22,0.0366626511618614,98.87355678463528,225.12409875584,39.45513812889794,22.312143189601503,22,42.06875,0,,,0.0,No Defect
23,0.0405244860171742,102.72233778486068,188.21817941215232,38.51631186326511,24.882625140101563,23,42.071875,0,,,0.0,No Defect
24,0.0413758542594059,102.43092867581412,182.235879459048,46.41229414404343,22.95649287516568,24,42.075,0,,,0.0,No Defect
25,0.0438098937901003,104.7572423797315,150.27003248330178,45.19358054385032,25.287643515626534,25,42.078125,0,,low paste viscosity,0.0,No Defect
26,0.0373029067985022,99.63405795137298,215.0380634112691,34.190905931943,24.472825018336717,26,42.08125,0,,,0.0,No Defect
27,0.0426958251950689,103.9123226334582,163.84602323618066,45.00345315102182,24.4977463807254,27,42.084375,0,,,0.0,No Defect
28,0.0403956246281065,104.34030601791838,210.12112357559704,32.48289793308949,25.29616677669677,28,42.0875,0,,,0.0,No Defect
29,0.0413598367705081,101.98290788579595,159.79359986877824,41.33093419776579,25.80613524431802,29,42.090625,0,,,0.0,No Defect
30,0.0404356861393366,103.12473084083548,198.61632019079053,37.83019800328001,24.439035499502136,30,42.09375,0,,,0.0,No Defect
31,0.0387575173861458,103.42919723468988,245.17462479211292,33.85185933241119,22.733534038997615,31,42.096875,0,,,0.0,No Defect
32,0.0383047208996299,101.56785160287666,233.81925167671355,38.60623345001656,22.03668858247436,32,42.1,0,,,0.0,No Defect
33,0.0407179563336854,104.02492535001927,220.751262268802,44.104496264535086,21.25014907857845,33,42.103125,0,,,0.0,No Defect
34,0.0384528536156117,99.62215845495555,196.8464772769824,40.53852703005889,23.73665536584349,34,42.10625,0,,,0.0,No Defect
35,0.041438732785382,103.68771223860551,198.3204155889783,45.62287570501492,22.186365028681458,35,42.109375,0,,,0.0,No Defect
36,0.0410882330209437,102.20078205574136,170.07466839446445,40.759610874706006,25.33269265214731,36,42.1125,0,,,0.0,No Defect
37,0.041241872246357,104.08978867810036,198.5018184050817,38.94802144202384,24.121195305077077,37,42.115625,0,,,0.0,No Defect
38,0.0392233695478592,102.57121755953376,222.2735610771265,36.10894090798018,23.47561946282812,38,42.11875,0,,,0.0,No Defect
39,0.0406701885557274,101.74534850816907,180.31540467019968,43.53950423068328,23.887581755878365,39,42.121875,0,,,0.0,No Defect
40,0.0406223051616776,103.58201416943426,211.85385434071787,43.7624238159163,21.884328397509957,40,42.125,0,,,0.0,No Defect
41,0.0383688262142028,101.26877575971676,224.56659636016536,39.02063726964198,22.47087749689461,41,42.128125,0,,,0.0,No Defect
42,0.0409929588099794,104.70088649321124,218.3811674056179,41.83872762624835,22.04722821755047,42,42.13125,0,,,0.0,No Defect
43,0.041320087056758,102.53631258040252,174.9515556490244,42.16040196453068,24.621248894843887,43,42.134375,0,,,0.0,No Defect
44,0.0440259219111599,103.81185281097136,140.919255918892,49.41109547268171,24.61535231658674,44,42.1375,0,high paste volume per aperture; aperture overfill,low paste viscosity,0.9462935169189342,Solder Bridging
45,0.0418940288350182,104.20076089981838,180.17320434590957,37.85683428023505,25.56010463924723,45,42.140625,0,,,0.0,No Defect
46,0.0387296618740465,101.23529713215726,213.69338622126224,37.39556998501304,23.612319031365328,46,42.14375,0,,,0.0,No Defect
47,0.0411025852877813,100.68086837386316,157.14731594385086,46.18638473821183,24.532452409703293,47,42.146875,0,,,0.0,No Defect
48,0.0386215562624036,100.69318300391694,211.5098233521293,41.30355225644755,22.598945101616174,48,42.15,0,,,0.0,No Defect
49,0.0394181967595257,101.01850765870373,192.00203669361855,40.69874098005732,23.97513299884721,49,42.153125,0,,,0.0,No Defect
50,0.0378069247826548,101.22472310586836,245.82654984790813,42.81130878906769,20.04499492320245,50,42.15625,0,,low ambient temperature,0.0,No Defect
51,0.0391577640900687,103.02970466953153,224.31570903879657,34.21928052706847,23.88334576216323,51,42.159375,0,,,0.0,No Defect
52,0.0383877753076078,100.52794719434212,191.1466198284491,27.40131489030396,27.90405032802828,52,42.1625,0,,low ambient rh; high ambient temperature,0.0,No Defect
53,0.0378297111613016,102.17737350940426,236.33407049061827,28.585420898200475,24.77997618371158,53,42.165625,0,,low ambient rh,0.0,No Defect
54,0.0425068292135888,102.84736501106296,162.9383496554585,49.97399786694368,23.07371970698695,54,42.16875,0,,high ambient rh,0.0,No Defect
55,0.0408037438130381,103.27779019271289,193.73106447571772,38.66437340948263,24.47141486302139,55,42.171875,0,,,0.0,No Defect
56,0.0401974424971889,103.27518041398636,219.95122620236748,41.823078563574526,21.93837763292447,56,42.175,0,,,0.0,No Defect
57,0.0366047031049162,98.62063658919216,226.61209143238744,38.7095872352755,22.405294335354217,57,42.178125,0,,,0.0,No Defect
58,0.0396380097090875,101.20657305821078,190.41738009814125,40.09548750322151,24.242520145926147,58,42.18125,0,,,0.0,No Defect
59,0.0387948114844333,102.18030351115914,226.84780446609363,38.243346742235474,22.540979727163936,59,42.184375,0,,,0.0,No Defect
60,0.0385581159887828,100.03760800185655,205.6374990370172,42.79830274225982,22.50984441889616,60,42.1875,0,,,0.0,No Defect
61,0.0402040693560781,104.08065075748964,217.31435323493383,35.82811842721855,23.84037639299213,61,42.190625,0,,,0.0,No Defect
62,0.0396213836725908,103.26381420010786,227.3049400372046,40.2116764959608,21.9417282948265,62,42.19375,0,,,0.0,No Defect
63,0.0400365323108407,103.13390131156008,209.8223804716661,37.74728605767672,23.736705942050023,63,42.196875,0,,,0.0,No Defect
64,0.0401687066016477,103.1518466979573,204.16231908932812,38.68763967513297,23.80518611129125,64,42.2,0,,,0.0,No Defect
65,0.0378881427218321,101.60596411548694,241.239645237333,37.80393281869756,21.773180987450907,65,42.203125,0,,,0.0,No Defect
66,0.0399786989961045,101.0123348015346,184.8243642614092,41.69738952299419,24.11555266429085,66,42.20625,0,,,0.0,No Defect
67,0.0397442207922535,100.8706966364534,185.4108024500224,41.35212874856568,24.17483298775936,67,42.209375,0,,,0.0,No Defect
68,0.0385698991834157,101.09133123578088,216.60990398777287,37.91883033621594,23.25510284069968,68,42.2125,0,,,0.0,No Defect
69,0.040403608091812,100.7154846758982,162.76420764863198,39.0737969407387,26.23459461150225,69,42.215625,0,,high ambient temperature,0.0,No Defect
70,0.0405407664001543,104.66713186295104,227.18918375939768,39.2135686101732,22.241038396190824,70,42.21875,0,,,0.0,No Defect
71,0.0382562849684232,100.43293224887924,211.07072802447263,37.62128715027141,23.67395093105057,71,42.221875,0,,,0.0,No Defect
72,0.0409033075293575,105.10262773576862,219.50056516188627,37.23226892030324,23.290313867806454,72,42.225,0,aperture overfill,high stencil thickness,0.5069115481159712,Solder Bridging
73,0.0393021509469137,101.79323371305296,209.2982850050852,38.80315541821047,23.444371006833524,73,42.228125,0,,,0.0,No Defect
74,0.0400426309301147,102.89001471426148,217.39837593829031,44.27179848773113,21.3541078798669,74,42.23125,0,,,0.0,No Defect
75,0.0386653403610425,102.00087847691069,226.58128219447684,39.4298981438733,22.189197481413053,75,42.234375,0,,,0.0,No Defect
76,0.0385394586431062,99.95338183620238,187.38183792864965,32.9015119300356,26.50330616109294,76,42.2375,0,,high ambient temperature,0.0,No Defect
77,0.0402615822691927,102.90226862185904,215.61282903678585,46.18230803362192,20.904437516303545,77,42.240625,0,,,0.0,No Defect
78,0.0384373732857339,101.2738277346916,212.33144950950808,35.20603412165625,24.291824734454583,78,42.24375,0,,,0.0,No Defect
79,0.0391839554372351,99.14136913969186,184.3408805263612,47.40915832265431,22.456069305366448,79,42.246875,0,,,0.0,No Defect
80,0.0372267869915152,98.63762762217846,210.43167606488356,38.51796407619371,23.43395813829034,80,42.25,0,,,0.0,No Defect
