stencil thickness,aperture diameter,paste volume per aperture,paste roll bead size,residual paste allowed,squeegee pressure,squeegee speed,squeegee angle,bga pitch,bga ball diameter,solder ball height,p and p placement accuracy,paste viscosity,particle size distribution,mask dam width,oxygen level,ambient rh,ionic contamination,preheat zone temp,preheat zone time,soak zone temp,soak zone time,peak zone temp,peak zone time,cool down zone temp,cool down zone time
0.10061592758945496,0.33623366539121113,0.04143378984982525,3.9094419167768026,4.705395580294385,0.29894664880254734,72.83875377181768,62.65614026299109,0.9951171918820314,0.40078537070521375,0.39844334094603917,-8.954480961131432,194.66912698958097,25.399766648482704,0.10324492724669726,997.6358854009866,42.617339116651856,0.8597272389220063,171.48569404162822,84.78371350341747,209.97744653181275,94.55795321133994,256.54547262950774,50.11111692047885,174.6642909539732,76.78145401708977
0.09949414070715705,0.3515274202225046,0.03956709163693612,3.983236873900148,5.128755424173959,0.29499466130744556,71.20179508348272,59.84980942221177,1.017983461228536,0.4055609349845008,0.3893672582348045,-22.452645335848036,227.5303221467645,29.830660818518083,0.09581770818202327,990.4150372775848,41.14894382969668,0.9650398452256207,177.0582305102087,83.16235147104041,208.75804242460416,73.01557966300301,251.764693333537,45.76962469809732,174.4169782262973,109.0570754371777
0.10070132635502135,0.34493251878158837,0.04018484015459904,3.969983260156938,4.779285381691864,0.2926604159630005,77.77641858429752,58.5539291218975,1.0265173219027097,0.4061126514493549,0.40534231959590256,6.117524131769555,210.31424416398926,25.668488159973766,0.10219239497839785,988.0715086593525,37.74165307053553,0.9202996834758588,174.0525658707471,104.4902811966486,208.90439580626008,85.96536587293528,253.66041640262648,44.433235660796385,173.505107624483,89.59531927866584
0.09836739356855424,0.35481563386551207,0.042269820461505535,3.9143437667549494,5.056587420355794,0.29409490477478156,65.02454097620172,60.344572365385254,1.0088757107819282,0.3922346629579835,0.3962581694836384,-22.823606612098533,204.16460457327477,26.88677847951906,0.09880959866400257,985.2548604185723,42.333755197498235,0.8872879763701889,174.1210886059263,102.35100446000779,209.56190287948368,93.692242983801,255.50223066808712,43.10272373817631,175.07640676089673,83.0178924743438
0.10296964091712583,0.33458131227026144,0.04084414872587741,4.150435142837459,4.6332741166878595,0.3090487733385264,74.05162654999499,60.50950326928025,1.0056915647923328,0.40172354985695435,0.3991681624068938,-15.907414548417982,183.15072607034926,27.656519231848975,0.09879899499067431,989.5345103718329,38.376175302394,0.9182133957386679,176.35583323910592,94.76881536827699,209.47910005830323,84.29628856981336,252.8476855176934,46.08442972144113,171.0297150245307,90.7809518113601
0.09934275232004351,0.33270482894331055,0.0412013298172941,3.8804901607213895,5.253883826084096,0.28780602272869243,68.36722937657842,60.799239318311905,1.004480133349309,0.4004266615890338,0.396578792335745,3.5115444480879217,183.14904621589753,32.22935693221269,0.10092444847299827,989.7726227510193,45.10662816581917,0.9280069914272135,174.2412773442792,91.68448213577965,214.50662537897375,106.38466644312848,255.50970945485545,45.44865795345878,178.10897347472445,84.33550820401926
0.10399617984227294,0.34887204927253346,0.03829948710142688,3.7252276814054155,4.96914960940542,0.3032243187193706,65.84360427261882,57.896325370755704,0.9859805291985678,0.39939605352421215,0.4004414810914735,-11.659625113402116,173.8155598659045,30.287427298606037,0.09910172801053163,984.4688120881623,34.27213196398536,0.9124455230294694,176.83621606830462,91.17999265941384,209.6130251565603,79.9592058689976,252.31958335395217,49.72080436313145,176.41094208932597,100.92213554914707
0.09879618222562356,0.3300932807812221,0.04195283039386752,4.2236317428946935,4.8891985615018525,0.2940758955437694,66.98549993925731,61.10053341325006,0.995231106177657,0.39952242582098835,0.4021033902116377,5.810910664716787,218.47493168159332,29.31008635811487,0.09923356261540366,986.7303795559972,39.504096971940065,0.8928090427266632,174.78008633465097,81.95048507078857,211.24183128974215,87.15393883705586,257.93054501748543,41.85297845312288,176.16280350567374,72.61940367963894
0.10036080459813898,0.3304187669176613,0.040369330631653155,4.062527969631669,4.853662641506888,0.30473788618420194,71.54571186577674,59.0383794315638,0.989225276236301,0.402260313419072,0.4050756550433353,18.508100475819916,204.27057055264981,23.313533026453634,0.10008274736415353,986.0150826916641,44.52570317436972,0.9180608860670296,175.20198408514275,97.38038484046125,211.1800500098758,92.27528710230727,258.4378313760321,44.72888893108986,175.74002579018583,77.64637084095247
0.09960655397495102,0.34072895182824353,0.04032591472774675,3.995516677815867,4.964141430158532,0.30464822697475263,61.39270308610003,61.14217672135662,0.9759614776850436,0.4096282485944297,0.40323483371708835,-2.733537288077634,209.1293785513615,30.872567286051613,0.10184605705311636,991.0831767055918,39.62323781867697,0.8771642812217259,174.38995290318988,102.60359241140426,209.17362691917702,89.69403812454198,255.08830657567046,43.04346310830185,171.85690240688317,97.29526098723095
0.09817100789793082,0.3310369281795807,0.03822686897872848,4.241634383297672,4.63103013509966,0.3082995334422971,77.5534125109753,61.35974181620632,0.9903333168129325,0.40598906023506753,0.4138235841438213,-5.7824207801608285,165.9695993118952,28.200678730790138,0.10585608514898523,993.5444070257282,40.06629918025444,0.8781416599573791,172.97612678196955,95.87751523049067,209.34220755190742,80.62860435213965,255.58210180927753,39.47265759555296,174.54124974943727,73.6884405168407
