label,Stencil aperture,Stencil thickness,Peak reflow temperature,Placement offset,Ambient relative humidity
0,0.33964388922512434,0.0986576898802771,255.35600395583646,8.591802166227138,36.58749259582364
1,0.36394221348241895,0.10491764081599245,258.96637884425445,27.524568050433864,45.23208779850395
0,0.3559724101953719,0.09809470057177828,255.42002130575435,5.3864495857322305,43.84821669534698
1,0.36064590806325675,0.10236112960736558,261.679186166867,31.528771254692654,44.166859887942486
0,0.3366747304844632,0.09778131134862582,252.34243964858123,-4.178276595066257,37.803347723968066
1,0.3592070787595402,0.10321511396143185,257.6906486429572,29.08541477850884,44.66184990446128
1,0.35235385019276166,0.1032125725104573,260.3003768810041,24.0128945272023,46.7797651321887
0,0.34795007609822637,0.0996386269015254,256.3920063610358,7.258390680516128,40.204855913693166
0,0.3433647508844161,0.10202553682331289,252.04073995130696,-16.266467402170157,34.41751694344935
1,0.35551910210655935,0.10315595985121569,260.33286622497405,2.1158754848348416,45.79033730880772
0,0.3407844121860413,0.09949062276650876,254.3104493255196,3.1792289459471386,43.69101623225176
1,0.3562633706894136,0.1013872494338364,263.24738444067583,23.015716992339687,48.66603561146656
0,0.33149684881237246,0.10058360489917421,254.0761195230946,8.137584359682863,42.14628122235005
0,0.3434557473928068,0.09836093115817204,255.25858290057235,-11.612653647168385,38.61884380950652
0,0.332031792880542,0.10082697884441214,254.8643053261532,12.318973382213052,38.35907847284486
0,0.3361721754429008,0.099989752923168,255.52277668755258,-24.432129128204643,41.625420416161134
0,0.3333751742295782,0.09895329533698188,252.4948972709489,-10.219324032696425,39.33235511296021
0,0.3418050148692075,0.10069936209342095,258.1700831144973,-32.79249224992822,41.812169410816075
0,0.34573605256280737,0.10001109288733466,255.56101825043336,-9.509224453871303,41.920870582901784
1,0.3445497562278439,0.1042050238193558,261.1978411767559,29.120272778498986,43.36219377172311
0,0.327298153176364,0.09779377539746849,253.18538183686775,-19.812617760609637,38.14318311929227
0,0.3439732484459036,0.09819803603359877,255.04234882696585,-18.179943668296254,36.19556916355869
0,0.3252324367130159,0.09700100383757704,253.77975996695668,3.749839547597833,35.78298353146979
0,0.3412762020329237,0.0983552237813822,253.6946216970851,1.4993999123393673,38.28604876527535
1,0.3475927753199224,0.10403567869511637,259.6447196174017,30.699375721142967,52.96704075095607
0,0.3444183048333611,0.0982357830772373,252.95312586376434,1.7898980684091286,43.721401112996936
0,0.3368793088754243,0.09758002309351084,255.6554957149137,15.651069645460394,41.154742050568856
0,0.3353029884342545,0.09776072718309808,257.87639907531906,-19.525974084266405,41.922432331123
0,0.34267971826987975,0.1020089874515015,255.39011392890282,-0.9197556345015325,35.28721592122358
0,0.3385173658015473,0.09528952892828711,255.36933568042056,16.240545742007143,37.23280441076175
0,0.3308733535081896,0.10137878946124541,255.02976152924202,0.8464413723074554,42.65526770333589
1,0.37424328429164627,0.1054337388372656,257.30106461436026,0.9917293939234391,49.995621370358684
0,0.3409630615503867,0.09901062253715788,253.29599604385777,10.21068346793982,44.42577611231325
1,0.3506803949454015,0.10416668537890243,259.2269783499232,11.968776637915655,50.99870055877718
0,0.3413098873011127,0.10127225664065018,254.0581412528455,21.856347827298222,39.75639605288883
0,0.3346895959880143,0.09995403782441944,255.6572295790637,6.165279163108578,42.274570796172945
0,0.33884119822101927,0.09923979368481252,253.47092532099813,15.618450321209524,40.38618328424749
0,0.3510084028770972,0.10055490323534508,254.47089915418115,3.875636030741606,43.131506460742926
0,0.33799861933425757,0.10196295079831644,253.00746458773648,14.99257935488072,38.15404182521917
1,0.3377454883492512,0.1020235376598826,262.72821333131805,22.139985795501126,45.88035155732204
0,0.3369812068331644,0.09966417336356044,255.7943956773878,-2.206911819374826,42.43954761641295
0,0.3460001091656525,0.09813085220317168,255.25588940179108,-3.8580333886906,39.2464118210595
0,0.346302312336185,0.09963696259545274,256.29906617609413,14.289907484549163,37.97710976617392
0,0.3373644317341941,0.09808780811851985,255.8826110112036,21.1706526440879,38.72561771898957
0,0.3449073303228476,0.10110972101753792,253.20360842102093,-6.094715241466842,39.797291927823075
1,0.3563111363871856,0.10348840308501833,259.3093651707273,20.569879880855137,43.35021176510178
0,0.3411348617496319,0.09926220938590014,255.5473208221842,-1.9722307174708424,43.22703386435323
0,0.3478687678903196,0.09661984883598428,254.53914789783187,1.4551081288072754,41.04416501839919
0,0.3392106133404142,0.10199135754158639,256.25782278018687,16.375739334708232,37.23555593696675
0,0.3396537419491141,0.1015743237249377,253.82275265587518,-5.5048694441272685,36.694265033509794
0,0.34166920318573996,0.0986516763111591,256.1997486160364,7.32135418578288,34.068504896405685
0,0.3310483580378145,0.10144244192865162,255.3882784680681,6.656446495912532,39.6369278853617
